age,gender,married,dependents,education,self_employed,employment_type,applicant_income,coapplicant_income,credit_score,loan_amount,loan_term_months,existing_loans_count,property_area,loan_status
52,Male,No,2,Graduate,No,Salaried,35696,26403,664,93,180,0,Rural,Rejected
53,Male,Yes,0,Not Graduate,Yes,Salaried,55615,0,690,361,180,0,Semiurban,Rejected
49,Male,Yes,1,Not Graduate,No,Self-Employed,36819,0,780,41,360,1,Rural,Approved
45,Male,Yes,1,Graduate,No,Salaried,44390,0,824,179,60,0,Semiurban,Approved
36,Female,No,0,Graduate,No,Self-Employed,39166,28966,657,158,240,0,Semiurban,Approved
42,Male,No,2,Graduate,No,Self-Employed,48771,0,562,162,180,0,Rural,Rejected
41,Female,Yes,1,Not Graduate,No,Salaried,29084,19110,828,74,240,3,Semiurban,Rejected
27,Male,No,0,Graduate,No,Salaried,20544,5426,829,58,240,0,Urban,Approved
24,Male,No,2,Not Graduate,Yes,Salaried,57149,0,716,182,180,1,Urban,Approved
30,Male,No,0,Graduate,No,Self-Employed,77070,11226,841,263,180,0,Semiurban,Approved
38,Male,No,0,Graduate,No,Salaried,21037,12200,709,150,240,0,Semiurban,Approved
27,Male,Yes,1,Graduate,No,Salaried,39721,0,598,201,240,0,Semiurban,Approved
25,Male,Yes,1,Graduate,Yes,Salaried,29015,15966,562,107,120,0,Urban,Rejected
54,Male,Yes,0,Graduate,No,Salaried,56483,0,561,159,180,0,Urban,Rejected
35,Male,Yes,3,Not Graduate,Yes,Salaried,41082,0,680,248,240,0,Rural,Approved
43,Male,No,1,Graduate,No,Salaried,191709,0,638,115,180,1,Semiurban,Approved
41,Male,Yes,1,Not Graduate,No,Salaried,31235,11983,628,243,120,0,Urban,Rejected
49,Male,Yes,0,Not Graduate,No,Salaried,78327,0,670,59,360,0,Urban,Approved
49,Male,Yes,0,Graduate,No,Self-Employed,82233,0,757,99,360,0,Urban,Approved
32,Male,Yes,0,Graduate,No,Self-Employed,47420,8815,631,176,180,2,Rural,Rejected
54,Male,Yes,1,Graduate,No,Salaried,36995,0,616,348,180,0,Semiurban,Rejected
35,Male,Yes,0,Graduate,No,Salaried,38079,20114,637,135,120,1,Semiurban,Approved
53,Male,No,2,Not Graduate,No,Salaried,36501,14958,763,80,180,1,Semiurban,Rejected
36,Male,Yes,0,Not Graduate,No,Salaried,64001,16488,674,344,360,0,Rural,Approved
25,Male,Yes,1,Not Graduate,No,Business,23475,0,705,126,120,0,Urban,Rejected
50,Male,Yes,2,Graduate,No,Salaried,33507,17876,820,187,120,1,Urban,Approved
22,Male,Yes,2,Graduate,No,Salaried,31537,6959,900,114,360,2,Semiurban,Approved
51,Male,No,2,Graduate,No,Salaried,15320,0,738,144,180,2,Rural,Approved
22,Female,No,2,Not Graduate,No,Self-Employed,55796,26853,729,101,360,0,Semiurban,Approved
29,Male,Yes,0,Graduate,Yes,Salaried,61788,0,573,415,120,0,Semiurban,Rejected
44,Female,No,1,Graduate,No,Business,26447,0,713,244,60,0,Rural,Approved
57,Male,No,3,Graduate,No,Salaried,60783,0,686,325,360,0,Urban,Approved
36,Male,Yes,1,Graduate,No,Salaried,16451,4749,760,91,120,3,Semiurban,Approved
25,Male,Yes,0,Graduate,No,Salaried,36753,19858,645,54,240,0,Semiurban,Approved
30,Male,Yes,3,Graduate,No,Self-Employed,34094,30583,698,116,60,0,Rural,Approved
55,Female,No,0,Not Graduate,Yes,Salaried,37944,14144,734,473,240,0,Urban,Approved
49,Male,Yes,0,Graduate,No,Business,37846,0,851,114,120,2,Semiurban,Approved
24,Female,Yes,0,Graduate,No,Business,34943,6863,821,227,240,0,Rural,Approved
36,Male,No,0,Not Graduate,No,Salaried,29915,0,794,80,360,0,Semiurban,Approved
31,Female,No,0,Graduate,No,Salaried,34394,17748,745,89,60,0,Semiurban,Approved
27,Female,No,0,Graduate,No,Salaried,71798,21561,641,129,180,0,Urban,Approved
54,Male,No,3,Graduate,No,Self-Employed,27191,11495,745,386,240,0,Urban,Approved
45,Male,Yes,0,Graduate,Yes,Self-Employed,112159,8642,610,233,360,2,Urban,Approved
28,Male,No,0,Graduate,No,Salaried,26434,0,661,48,180,1,Urban,Approved
46,Male,Yes,2,Graduate,No,Business,40947,0,840,187,360,1,Rural,Approved
37,Female,Yes,2,Graduate,No,Salaried,48320,13270,728,76,360,0,Semiurban,Approved
23,Male,No,0,Graduate,No,Self-Employed,31386,0,700,96,240,0,Rural,Rejected
38,Male,Yes,0,Graduate,Yes,Self-Employed,72488,0,712,173,180,1,Urban,Approved
28,Male,Yes,1,Graduate,No,Salaried,47696,0,672,270,180,0,Urban,Approved
30,Male,Yes,2,Graduate,No,Salaried,32779,14677,486,264,240,1,Rural,Rejected
55,Female,Yes,1,Graduate,No,Salaried,72087,0,566,159,240,1,Urban,Rejected
48,Male,Yes,0,Graduate,No,Business,21857,9380,736,160,120,0,Urban,Approved
26,Female,Yes,1,Graduate,No,Salaried,27372,11903,597,263,180,0,Urban,Approved
54,Female,No,1,Graduate,No,Self-Employed,48112,0,670,61,240,2,Urban,Rejected
43,Male,No,1,Graduate,No,Salaried,54216,5309,570,335,180,2,Urban,Rejected
55,Male,Yes,2,Graduate,No,Salaried,42673,0,615,93,180,0,Urban,Approved
50,Male,Yes,2,Graduate,No,Business,34078,0,680,153,120,0,Rural,Approved
34,Male,No,1,Graduate,No,Salaried,32025,8612,763,105,120,1,Urban,Rejected
41,Male,Yes,1,Graduate,No,Self-Employed,63940,0,781,75,60,1,Semiurban,Approved
41,Female,Yes,1,Not Graduate,No,Salaried,40954,16732,614,169,180,0,Semiurban,Rejected
49,Male,Yes,0,Graduate,Yes,Salaried,23479,0,708,151,180,2,Semiurban,Approved
30,Female,Yes,0,Graduate,No,Salaried,22812,0,552,127,240,2,Semiurban,Rejected
33,Female,Yes,1,Not Graduate,No,Salaried,77399,36788,685,124,60,0,Urban,Approved
30,Female,No,1,Graduate,No,Self-Employed,25352,9459,766,288,120,0,Urban,Approved
32,Male,No,0,Graduate,No,Salaried,41621,0,674,402,240,0,Semiurban,Rejected
27,Male,Yes,0,Graduate,Yes,Salaried,71357,0,798,251,120,2,Rural,Approved
22,Male,Yes,1,Graduate,No,Salaried,47622,0,755,154,360,1,Semiurban,Approved
57,Male,Yes,1,Graduate,Yes,Self-Employed,24864,19827,702,59,180,2,Semiurban,Rejected
23,Male,Yes,0,Graduate,No,Self-Employed,21854,27095,658,184,360,1,Rural,Approved
55,Male,No,0,Not Graduate,No,Self-Employed,92498,0,632,188,240,1,Rural,Approved
21,Male,Yes,0,Not Graduate,No,Business,21578,0,549,197,360,0,Rural,Rejected
51,Male,No,3,Not Graduate,No,Salaried,27539,28718,563,76,240,0,Semiurban,Rejected
33,Male,Yes,2,Graduate,No,Salaried,43750,0,770,205,120,2,Rural,Approved
41,Male,Yes,1,Not Graduate,Yes,Salaried,32551,0,816,293,240,0,Semiurban,Approved
32,Male,Yes,0,Not Graduate,No,Salaried,48383,0,583,82,120,3,Semiurban,Rejected
40,Female,Yes,1,Graduate,No,Self-Employed,17433,0,686,189,180,0,Rural,Approved
38,Male,No,0,Graduate,No,Self-Employed,32689,11555,538,89,180,1,Semiurban,Approved
41,Female,No,3,Graduate,Yes,Salaried,50962,11060,592,127,240,1,Rural,Rejected
36,Female,Yes,0,Graduate,No,Business,51049,0,703,84,240,0,Rural,Approved
41,Male,Yes,0,Graduate,No,Salaried,27276,0,633,113,360,1,Semiurban,Rejected
53,Male,No,1,Graduate,No,Self-Employed,21789,0,508,113,120,2,Urban,Rejected
37,Male,No,0,Graduate,Yes,Salaried,40411,9984,835,165,360,0,Rural,Approved
35,Male,Yes,1,Graduate,No,Self-Employed,18841,18033,676,210,240,0,Urban,Approved
26,Male,Yes,2,Graduate,No,Salaried,69019,0,581,247,180,1,Semiurban,Rejected
35,Male,Yes,0,Graduate,No,Business,39289,0,692,97,120,1,Urban,Approved
25,Female,Yes,0,Not Graduate,No,Business,25632,25136,673,161,120,2,Rural,Rejected
28,Female,Yes,1,Not Graduate,Yes,Salaried,21434,16261,718,78,120,0,Rural,Rejected
58,Female,Yes,2,Graduate,No,Salaried,26462,0,649,127,180,0,Urban,Approved
24,Male,Yes,0,Graduate,No,Self-Employed,16631,19667,708,137,120,0,Semiurban,Approved
39,Male,Yes,0,Not Graduate,No,Salaried,46508,9580,765,85,180,3,Rural,Approved
53,Female,Yes,1,Graduate,No,Salaried,24308,0,561,178,240,2,Urban,Rejected
58,Male,No,0,Not Graduate,No,Salaried,44349,14897,618,124,180,1,Urban,Rejected
26,Male,Yes,2,Graduate,No,Business,47514,79059,756,145,360,0,Urban,Approved
27,Male,Yes,1,Graduate,No,Self-Employed,58865,7815,630,248,120,2,Rural,Approved
35,Male,Yes,0,Graduate,No,Salaried,41189,3293,673,108,180,0,Semiurban,Approved
42,Male,Yes,2,Graduate,No,Business,63743,0,638,205,360,0,Urban,Approved
58,Male,No,0,Graduate,No,Salaried,72624,0,643,276,180,0,Urban,Approved
29,Male,Yes,0,Graduate,No,Salaried,41320,10551,636,268,180,1,Semiurban,Rejected
27,Male,Yes,1,Not Graduate,No,Business,42585,7491,567,122,360,0,Urban,Rejected
30,Male,No,3,Graduate,No,Salaried,27481,9483,721,83,180,0,Semiurban,Approved
55,Male,No,1,Graduate,No,Salaried,22163,0,776,94,360,1,Urban,Approved
22,Male,No,0,Graduate,No,Salaried,68943,0,664,61,360,1,Rural,Approved
35,Female,Yes,1,Graduate,No,Self-Employed,49162,0,765,189,120,0,Semiurban,Approved
25,Male,Yes,0,Graduate,No,Salaried,51196,31110,636,195,240,0,Rural,Approved
27,Male,No,0,Graduate,No,Salaried,27028,0,630,142,240,1,Urban,Approved
56,Female,Yes,0,Graduate,No,Salaried,81794,0,717,67,360,0,Semiurban,Approved
21,Male,No,0,Not Graduate,No,Salaried,32393,13612,718,112,180,0,Rural,Approved
33,Female,No,0,Graduate,No,Salaried,24321,42478,670,268,240,3,Semiurban,Approved
56,Male,Yes,3,Graduate,No,Salaried,27260,21646,741,182,120,1,Urban,Approved
44,Male,Yes,0,Not Graduate,No,Business,79666,0,564,199,180,0,Urban,Rejected
23,Male,Yes,2,Graduate,No,Self-Employed,20837,23659,653,700,240,1,Semiurban,Rejected
39,Male,Yes,1,Graduate,Yes,Self-Employed,24945,16585,767,158,360,1,Semiurban,Rejected
58,Female,No,0,Graduate,No,Business,154702,0,767,46,120,0,Rural,Approved
36,Female,No,0,Not Graduate,No,Business,58135,0,755,77,60,1,Rural,Approved
41,Female,Yes,0,Graduate,No,Self-Employed,25172,25610,772,156,360,1,Semiurban,Approved
41,Female,No,0,Graduate,No,Salaried,21147,0,646,136,180,0,Rural,Approved
46,Male,Yes,1,Not Graduate,No,Self-Employed,15735,13219,527,123,60,0,Semiurban,Rejected
28,Female,No,3,Graduate,No,Salaried,38122,0,657,124,180,0,Urban,Approved
53,Male,Yes,2,Not Graduate,No,Salaried,52261,0,737,91,360,1,Urban,Rejected
59,Female,No,0,Graduate,No,Salaried,77606,0,752,162,360,1,Rural,Approved
26,Male,No,0,Graduate,No,Salaried,14087,0,633,270,120,2,Urban,Approved
52,Male,Yes,0,Graduate,Yes,Salaried,18719,0,593,319,240,0,Rural,Rejected
52,Female,Yes,3,Not Graduate,No,Self-Employed,34208,0,602,315,180,1,Urban,Rejected
49,Female,No,0,Graduate,Yes,Salaried,146362,0,631,83,180,1,Urban,Rejected
35,Male,Yes,0,Graduate,No,Salaried,56554,26291,509,133,240,0,Rural,Rejected
39,Male,No,1,Graduate,Yes,Salaried,43757,0,633,115,120,3,Rural,Rejected
53,Male,No,1,Graduate,Yes,Business,19684,0,684,181,180,0,Rural,Rejected
26,Female,No,0,Graduate,No,Salaried,12582,0,671,129,120,1,Urban,Rejected
53,Male,Yes,1,Graduate,No,Salaried,37028,0,650,120,120,2,Urban,Rejected
56,Male,Yes,0,Graduate,No,Self-Employed,34555,0,618,278,180,1,Semiurban,Rejected
47,Male,No,0,Graduate,No,Self-Employed,31764,8379,628,141,360,1,Rural,Rejected
34,Male,Yes,0,Graduate,No,Salaried,30025,18157,630,143,180,0,Urban,Approved
42,Male,Yes,0,Graduate,No,Self-Employed,24980,0,743,165,240,1,Semiurban,Approved
22,Male,Yes,3,Graduate,No,Salaried,22274,0,680,188,120,0,Urban,Rejected
57,Female,No,0,Graduate,No,Business,72748,0,900,189,360,1,Semiurban,Approved
34,Female,Yes,2,Graduate,No,Salaried,23312,0,650,292,180,1,Urban,Rejected
23,Female,Yes,0,Not Graduate,Yes,Self-Employed,31632,19401,719,71,360,0,Rural,Rejected
51,Male,Yes,1,Graduate,No,Salaried,35613,27594,652,158,120,1,Urban,Rejected
46,Male,No,3,Not Graduate,Yes,Self-Employed,51696,9977,650,128,180,0,Semiurban,Rejected
45,Female,Yes,0,Graduate,No,Salaried,23720,0,821,116,120,1,Rural,Approved
23,Female,No,3,Graduate,No,Salaried,59221,0,770,196,120,0,Urban,Rejected
50,Male,No,1,Not Graduate,Yes,Self-Employed,27178,0,522,257,180,0,Urban,Approved
45,Male,No,1,Graduate,Yes,Self-Employed,33492,0,588,100,240,0,Semiurban,Approved
51,Female,No,0,Graduate,No,Salaried,82582,6602,668,312,120,0,Semiurban,Approved
53,Male,Yes,1,Graduate,Yes,Business,22368,0,633,66,240,1,Semiurban,Rejected
29,Female,No,0,Graduate,No,Salaried,52076,0,544,180,240,0,Semiurban,Rejected
29,Male,Yes,3,Not Graduate,No,Salaried,60012,17279,690,86,180,0,Urban,Approved
57,Male,No,3,Graduate,No,Salaried,42402,0,511,97,240,3,Rural,Rejected
41,Male,Yes,0,Graduate,No,Salaried,34243,5698,691,138,180,0,Urban,Approved
38,Male,No,3,Graduate,Yes,Business,105119,0,746,110,360,0,Semiurban,Approved
32,Female,No,2,Graduate,No,Salaried,36065,14563,759,32,240,1,Rural,Approved
45,Male,Yes,1,Not Graduate,No,Business,40217,16294,667,182,360,2,Rural,Rejected
50,Male,No,0,Graduate,No,Salaried,30691,0,816,198,180,0,Urban,Approved
21,Female,Yes,0,Not Graduate,No,Self-Employed,39165,16275,710,124,240,0,Urban,Rejected
42,Female,Yes,0,Graduate,No,Salaried,58810,13025,756,119,360,2,Semiurban,Approved
59,Female,Yes,0,Graduate,No,Self-Employed,31645,0,614,111,120,1,Urban,Rejected
31,Male,Yes,3,Graduate,No,Business,12654,6788,817,57,180,2,Semiurban,Approved
31,Female,Yes,0,Graduate,Yes,Salaried,46947,0,680,54,360,0,Semiurban,Approved
55,Male,No,1,Graduate,No,Salaried,21180,0,822,201,180,0,Urban,Approved
23,Male,Yes,1,Graduate,No,Self-Employed,52625,13231,802,229,180,1,Semiurban,Rejected
36,Male,Yes,1,Graduate,No,Self-Employed,36291,0,703,181,240,0,Semiurban,Rejected
38,Male,No,0,Not Graduate,No,Salaried,58195,14504,717,162,240,0,Rural,Approved
52,Female,No,1,Graduate,Yes,Self-Employed,22603,13531,664,199,120,0,Urban,Rejected
26,Male,Yes,1,Graduate,No,Self-Employed,27789,11141,606,192,180,1,Urban,Rejected
37,Male,No,1,Graduate,No,Self-Employed,30638,0,734,91,180,2,Urban,Approved
26,Female,Yes,0,Graduate,No,Salaried,17307,20411,729,150,120,2,Semiurban,Approved
51,Male,Yes,1,Not Graduate,Yes,Salaried,63304,10160,534,116,60,0,Rural,Rejected
45,Male,Yes,0,Graduate,No,Business,16111,0,673,117,240,0,Rural,Approved
40,Female,No,1,Graduate,Yes,Salaried,62859,0,758,237,360,2,Rural,Approved
36,Female,Yes,0,Graduate,No,Salaried,44900,2972,812,295,360,1,Semiurban,Approved
26,Female,Yes,0,Graduate,No,Business,32878,19659,745,42,360,1,Rural,Approved
56,Female,No,2,Graduate,No,Salaried,43155,22529,543,118,360,2,Urban,Rejected
46,Female,Yes,0,Graduate,Yes,Salaried,42568,10406,585,115,60,0,Semiurban,Rejected
33,Female,Yes,3,Graduate,No,Self-Employed,29726,0,649,240,180,0,Semiurban,Rejected
37,Male,No,2,Graduate,No,Self-Employed,42154,22057,806,65,60,2,Rural,Approved
49,Male,No,0,Graduate,No,Business,52344,7796,625,30,240,0,Rural,Rejected
49,Male,Yes,0,Graduate,No,Self-Employed,22644,27042,775,202,360,1,Urban,Approved
38,Female,Yes,0,Graduate,No,Salaried,43178,0,624,217,60,2,Rural,Rejected
32,Male,No,3,Graduate,Yes,Salaried,9768,0,728,55,180,0,Rural,Approved
46,Female,Yes,1,Graduate,No,Salaried,13838,17378,595,126,180,2,Rural,Rejected
46,Male,Yes,0,Not Graduate,No,Business,48159,0,663,289,120,0,Semiurban,Approved
44,Male,Yes,0,Graduate,Yes,Salaried,29469,0,578,78,240,2,Rural,Rejected
23,Male,Yes,0,Graduate,No,Salaried,23701,23529,810,141,180,0,Rural,Approved
39,Male,No,1,Graduate,No,Salaried,35365,26538,617,173,180,0,Semiurban,Rejected
44,Male,Yes,0,Graduate,No,Salaried,29793,18327,541,66,360,1,Semiurban,Rejected
58,Male,Yes,0,Graduate,No,Salaried,22152,0,534,101,120,2,Rural,Rejected
41,Female,Yes,2,Graduate,No,Self-Employed,16002,6771,672,58,180,1,Rural,Rejected
34,Male,Yes,0,Graduate,No,Salaried,13574,5753,639,124,240,1,Semiurban,Rejected
42,Male,Yes,0,Graduate,No,Business,52543,0,738,90,180,3,Rural,Approved
27,Male,No,1,Graduate,No,Business,29400,0,659,149,180,1,Urban,Approved
24,Male,No,3,Graduate,Yes,Salaried,58969,0,785,184,180,2,Semiurban,Approved
47,Male,Yes,0,Graduate,No,Business,29251,16284,645,269,120,0,Urban,Rejected
59,Female,Yes,3,Graduate,No,Salaried,43368,14643,772,431,120,0,Semiurban,Approved
53,Female,Yes,0,Not Graduate,Yes,Salaried,34108,0,594,149,360,0,Urban,Rejected
43,Male,Yes,2,Graduate,No,Salaried,37132,0,545,115,120,2,Urban,Rejected
22,Male,Yes,0,Graduate,Yes,Self-Employed,38045,0,606,111,360,0,Urban,Rejected
59,Male,Yes,1,Not Graduate,No,Self-Employed,29061,0,578,83,60,0,Urban,Rejected
38,Male,No,0,Graduate,No,Salaried,19637,0,568,168,360,0,Urban,Approved
32,Female,No,3,Graduate,No,Self-Employed,53267,25422,717,105,360,0,Semiurban,Approved
55,Male,Yes,3,Graduate,No,Self-Employed,80561,0,656,174,60,1,Urban,Approved
50,Female,No,0,Graduate,No,Self-Employed,83250,0,693,84,180,0,Urban,Approved
50,Male,Yes,0,Graduate,No,Salaried,27539,17796,727,106,240,2,Urban,Approved
31,Male,Yes,1,Graduate,No,Self-Employed,25170,0,528,167,180,2,Urban,Rejected
59,Male,No,0,Graduate,No,Self-Employed,27525,0,731,126,360,1,Urban,Approved
38,Male,Yes,1,Not Graduate,No,Salaried,33259,23031,572,51,120,0,Rural,Rejected
41,Female,Yes,1,Graduate,No,Self-Employed,35375,0,628,133,360,2,Semiurban,Rejected
50,Male,No,0,Graduate,No,Salaried,22049,0,510,90,180,0,Urban,Rejected
46,Female,Yes,0,Graduate,No,Self-Employed,17329,30024,739,242,120,0,Semiurban,Approved
27,Female,No,3,Graduate,No,Self-Employed,37234,0,528,218,180,0,Urban,Rejected
32,Male,Yes,0,Graduate,No,Salaried,8000,0,572,43,120,0,Semiurban,Rejected
35,Male,No,1,Graduate,No,Salaried,34533,35347,579,200,180,1,Rural,Rejected
57,Male,Yes,0,Graduate,No,Self-Employed,22643,16579,668,163,120,0,Urban,Rejected
48,Male,Yes,0,Not Graduate,No,Self-Employed,53641,0,666,64,240,2,Urban,Rejected
35,Female,Yes,0,Graduate,No,Self-Employed,61317,53103,753,208,180,1,Semiurban,Approved
49,Male,No,0,Graduate,No,Self-Employed,62045,0,671,71,180,0,Urban,Approved
49,Female,Yes,1,Graduate,No,Salaried,30540,5763,767,238,360,0,Urban,Approved
36,Male,No,0,Graduate,Yes,Salaried,20587,0,714,97,360,1,Semiurban,Approved
36,Male,Yes,1,Graduate,No,Self-Employed,24166,0,595,63,240,0,Semiurban,Rejected
55,Female,Yes,1,Graduate,Yes,Salaried,41932,21185,620,388,60,0,Urban,Rejected
42,Male,Yes,0,Graduate,No,Self-Employed,15948,0,816,62,360,1,Rural,Approved
26,Female,Yes,0,Graduate,No,Salaried,72895,7152,790,90,120,0,Urban,Approved
49,Male,No,1,Not Graduate,No,Salaried,30782,15922,754,99,180,0,Urban,Approved
43,Female,Yes,1,Graduate,No,Self-Employed,46634,39737,766,107,360,0,Semiurban,Approved
40,Female,No,1,Graduate,No,Self-Employed,14903,24566,722,190,60,1,Semiurban,Approved
49,Female,Yes,0,Graduate,No,Self-Employed,22857,14649,710,138,120,0,Semiurban,Approved
56,Male,Yes,2,Graduate,No,Salaried,14005,68434,684,222,180,1,Semiurban,Approved
33,Female,Yes,0,Not Graduate,No,Self-Employed,60512,15411,833,162,180,0,Semiurban,Approved
37,Male,No,1,Graduate,Yes,Salaried,33520,20705,638,58,180,0,Rural,Rejected
28,Female,No,0,Graduate,No,Self-Employed,48322,43898,702,177,240,2,Semiurban,Rejected
46,Male,Yes,1,Not Graduate,No,Self-Employed,37485,0,526,151,360,1,Semiurban,Rejected
36,Male,Yes,0,Graduate,No,Salaried,45901,36063,551,98,360,3,Rural,Rejected
34,Male,Yes,1,Graduate,No,Self-Employed,30677,0,843,379,120,0,Urban,Approved
48,Male,Yes,0,Graduate,No,Salaried,32801,34095,736,182,240,0,Rural,Approved
36,Male,Yes,1,Graduate,No,Salaried,34687,18065,661,215,360,1,Urban,Approved
39,Female,Yes,0,Graduate,No,Self-Employed,44481,10431,687,219,120,2,Semiurban,Rejected
38,Male,No,1,Not Graduate,Yes,Salaried,45074,18642,558,109,180,1,Semiurban,Rejected
31,Female,No,0,Graduate,No,Business,148111,0,641,184,60,1,Semiurban,Approved
25,Male,No,0,Graduate,No,Salaried,84187,0,549,157,120,1,Urban,Rejected
53,Female,No,1,Graduate,Yes,Salaried,14922,20512,653,102,120,0,Semiurban,Rejected
24,Female,Yes,0,Graduate,No,Self-Employed,33808,10214,741,73,240,1,Rural,Approved
33,Male,No,0,Graduate,No,Salaried,29645,0,721,136,180,1,Rural,Approved
47,Female,Yes,2,Graduate,Yes,Business,68876,15860,823,180,60,0,Semiurban,Approved
26,Female,Yes,2,Graduate,No,Salaried,31012,0,707,135,180,0,Urban,Approved
46,Female,Yes,2,Graduate,No,Salaried,45805,0,457,123,60,0,Urban,Rejected
49,Male,Yes,0,Graduate,Yes,Salaried,11288,14094,856,136,120,0,Semiurban,Approved
46,Male,No,0,Graduate,No,Salaried,17038,12668,604,116,360,0,Urban,Rejected
32,Female,No,2,Graduate,Yes,Salaried,103378,25239,695,291,180,0,Rural,Approved
21,Male,Yes,0,Graduate,No,Salaried,37239,0,689,154,240,1,Semiurban,Approved
55,Female,Yes,1,Graduate,No,Salaried,22043,0,702,105,120,1,Semiurban,Rejected
33,Male,No,0,Not Graduate,Yes,Salaried,41004,5934,684,54,120,0,Urban,Rejected
52,Female,Yes,3,Not Graduate,No,Salaried,21450,0,686,122,360,1,Urban,Rejected
28,Male,No,1,Graduate,No,Salaried,31518,11475,561,101,120,0,Semiurban,Rejected
27,Male,No,0,Graduate,No,Salaried,17565,7770,900,99,120,0,Semiurban,Approved
51,Female,Yes,0,Graduate,Yes,Salaried,24481,0,739,215,240,2,Urban,Approved
57,Female,Yes,0,Not Graduate,Yes,Salaried,29491,0,685,140,180,1,Semiurban,Rejected
54,Female,Yes,0,Graduate,No,Salaried,63599,0,846,58,360,1,Semiurban,Approved
50,Female,Yes,1,Graduate,No,Salaried,45799,0,584,183,360,1,Semiurban,Approved
30,Male,Yes,0,Graduate,No,Salaried,49974,0,758,61,120,0,Rural,Approved
56,Male,Yes,0,Graduate,No,Business,35850,0,630,190,120,0,Urban,Rejected
47,Male,Yes,0,Not Graduate,No,Salaried,54799,0,716,106,180,0,Urban,Approved
27,Male,Yes,1,Not Graduate,No,Salaried,23464,0,718,140,120,0,Rural,Approved
26,Male,Yes,0,Graduate,Yes,Self-Employed,25176,0,470,133,180,3,Urban,Rejected
54,Female,No,0,Graduate,No,Salaried,44525,0,551,125,180,1,Semiurban,Rejected
31,Male,Yes,3,Graduate,No,Salaried,31585,0,823,149,360,1,Rural,Approved
50,Male,No,0,Graduate,No,Self-Employed,36065,0,657,140,360,1,Semiurban,Approved
26,Male,Yes,0,Not Graduate,No,Self-Employed,33454,57432,860,342,120,1,Rural,Approved
31,Male,Yes,3,Graduate,No,Business,67963,0,798,150,60,0,Semiurban,Approved
32,Male,Yes,0,Not Graduate,No,Business,69757,0,660,152,360,2,Semiurban,Rejected
31,Male,No,3,Graduate,Yes,Salaried,26554,0,652,94,120,1,Urban,Rejected
47,Male,Yes,1,Graduate,No,Self-Employed,15064,0,828,162,120,1,Urban,Approved
56,Male,Yes,1,Graduate,No,Salaried,25444,11307,869,80,120,0,Semiurban,Approved
56,Female,Yes,0,Graduate,Yes,Business,23191,9391,654,239,120,1,Urban,Approved
49,Male,No,0,Graduate,No,Salaried,55043,22117,818,64,120,0,Semiurban,Approved
28,Male,Yes,0,Not Graduate,No,Salaried,57541,0,773,88,120,0,Urban,Approved
58,Male,Yes,0,Graduate,No,Salaried,21687,0,788,59,60,1,Urban,Approved
42,Male,No,0,Graduate,No,Salaried,24903,0,689,166,240,2,Semiurban,Approved
42,Male,Yes,1,Graduate,No,Salaried,17335,3850,619,109,120,1,Semiurban,Approved
48,Female,Yes,1,Not Graduate,No,Self-Employed,38839,0,585,189,240,0,Urban,Rejected
50,Male,No,0,Graduate,No,Salaried,35509,30900,563,82,180,0,Rural,Rejected
